379481,78,73,1729,24157,serious_fouls,10260,card
379503,82,73,1729,30362,serious_fouls,10260,card
379547,90,70,1729,30829,,10260,card
377978,56,73,1731,37442,serious_fouls,8650,card
378060,90,25,1731,46621,stall_time,8650,card
376643,39,73,1732,24223,serious_fouls,8654,card
376951,49,77,1732,37277,shirt_pull,8654,card
377290,68,70,1732,97988,,8528,card
378719,34,73,1733,23939,serious_fouls,8456,card
376743,45,73,1734,24136,serious_fouls,8655,card
377153,59,73,1734,37764,serious_fouls,8655,card
377390,75,73,1734,24004,serious_fouls,8668,card
377658,90,73,1734,24160,serious_fouls,8668,card
377167,61,73,1735,30818,serious_fouls,8586,card
377410,76,73,1735,23760,serious_fouls,8586,card
377638,90,73,1735,33128,serious_fouls,8549,card
377199,62,73,1736,26454,serious_fouls,8559,card
377231,64,73,1736,23333,serious_fouls,10194,card
377656,90,73,1736,24435,serious_fouls,10194,card
376480,29,77,1737,34430,shirt_pull,8667,card
376737,44,73,1737,23022,serious_fouls,8667,card
377613,90,73,1737,23034,serious_fouls,8667,card
378320,45,79,1738,36286,verbal_abuse,8462,card
464128,23,73,1739,32569,serious_fouls,10260,card
465307,65,73,1739,109898,serious_fouls,8654,card
465608,81,73,1739,24751,serious_fouls,8654,card
465001,54,73,1740,40006,serious_fouls,8586,card
465064,57,73,1740,23760,serious_fouls,8586,card
465103,59,73,1740,24656,serious_fouls,8586,card
465612,85,70,1740,30818,,8586,card
465689,90,70,1740,27277,,9825,card
464256,31,73,1741,39027,serious_fouls,8456,card
464500,45,79,1741,24213,verbal_abuse,8456,card
465409,74,129,1741,24393,hands,8549,card
465592,84,79,1741,33974,verbal_abuse,8456,card
464035,19,73,1742,33086,serious_fouls,8668,card
464482,41,73,1742,23785,serious_fouls,8559,card
465707,90,70,1742,39618,,8668,card
463518,11,70,1743,30630,,8455,card
464731,58,70,1743,30686,,8455,card
463847,29,77,1744,40005,shirt_pull,10194,card
464657,51,73,1744,24133,serious_fouls,10194,card
465031,70,73,1744,38802,serious_fouls,8472,card
464814,49,73,1745,23988,serious_fouls,8462,card
465402,75,129,1745,25517,hands,8462,card
465733,75,70,1745,40987,,8462,card
465181,78,73,1746,19020,serious_fouls,8655,card
462694,9,70,1747,42594,,8659,card
462990,62,77,1747,24728,shirt_pull,8659,card
463002,67,70,1747,32570,,8659,card
463080,90,79,1747,23788,verbal_abuse,8659,card
464011,35,73,1748,38816,serious_fouls,8528,card
465198,76,73,1748,25150,serious_fouls,8528,card
467149,20,73,1749,34275,serious_fouls,8667,card
468288,85,73,1749,30829,serious_fouls,10260,card
468295,86,73,1749,32577,serious_fouls,8667,card
468301,86,73,1749,38817,serious_fouls,10260,card
468753,45,73,1750,30618,serious_fouls,8650,card
468922,67,70,1750,30617,,8650,card
468962,75,70,1750,30354,,8586,card
467080,17,73,1752,24166,serious_fouls,8549,card
467297,33,70,1752,24163,,8549,card
467395,40,73,1752,30687,serious_fouls,8654,card
467880,61,73,1752,109898,serious_fouls,8654,card
467947,65,77,1752,35544,shirt_pull,8549,card
468184,80,73,1752,30734,serious_fouls,8654,card
468326,90,73,1752,33781,serious_fouls,8654,card
472931,9,78,1753,25518,kicked_ball_away,10261,card
472958,22,73,1753,23782,serious_fouls,10252,card
472998,37,325,1753,30357,pushing,10252,card
473052,53,73,1753,24205,serious_fouls,10261,card
473092,71,73,1753,24225,serious_fouls,10261,card
473101,57,79,1753,37799,verbal_abuse,10261,card
473107,77,73,1753,23283,serious_fouls,10252,card
471045,32,73,1754,30509,serious_fouls,8456,card
471490,58,25,1754,23932,stall_time,8559,card
467115,19,73,1755,34947,serious_fouls,8655,card
467348,36,202,1755,34947,hands,8655,card
467413,40,79,1755,42594,verbal_abuse,8659,card
468026,68,73,1755,31731,serious_fouls,8659,card
468204,79,73,1755,38433,serious_fouls,8659,card
468394,90,73,1755,35506,serious_fouls,8655,card
467119,18,73,1756,25150,serious_fouls,8528,card
467342,35,73,1756,24230,serious_fouls,8528,card
467752,49,73,1756,111865,serious_fouls,8528,card
467421,40,70,1757,30960,,9825,card
467959,64,70,1757,35467,,10194,card
468032,68,73,1757,23314,serious_fouls,10194,card
468170,77,63,1757,30843,serious_fouls,9825,card
468375,90,73,1757,25668,serious_fouls,10194,card
468428,90,176,1757,30613,violence,9825,card
468429,90,176,1757,23072,violence,10194,card
467422,39,73,1758,24655,serious_fouls,8472,card
477674,27,73,1759,38835,serious_fouls,9825,card
477735,38,70,1759,32569,,10260,card
477743,40,77,1759,26111,shirt_pull,9825,card
477805,51,73,1759,31291,serious_fouls,9825,card
477905,66,73,1759,34944,serious_fouls,10260,card
479390,18,73,1760,26527,serious_fouls,8659,card
479646,67,73,1760,37442,serious_fouls,8650,card
479709,88,73,1760,38818,serious_fouls,8650,card
479006,82,77,1761,24408,shirt_pull,8472,card
479043,85,73,1761,23988,serious_fouls,8462,card
479079,89,73,1761,24411,serious_fouls,8472,card
478932,69,325,1762,33086,pushing,8668,card
479051,81,325,1762,24773,pushing,8654,card
482243,71,73,1763,38807,serious_fouls,10252,card
482280,73,73,1763,24753,serious_fouls,8549,card
482315,75,73,1763,23354,serious_fouls,10252,card
482596,89,73,1763,35544,serious_fouls,8549,card
481324,18,73,1764,42119,serious_fouls,8456,card
481453,26,177,1764,42119,serious_fouls,8456,card
481904,48,79,1764,34182,verbal_abuse,8586,card
482128,61,77,1764,30354,shirt_pull,8586,card
482534,83,63,1764,24211,serious_fouls,8456,card
482639,89,63,1764,40006,serious_fouls,8586,card
481012,61,70,1765,24136,,8655,card
481189,81,70,1765,49571,,8655,card
481265,86,73,1765,30679,serious_fouls,8455,card
482557,43,73,1766,26777,serious_fouls,9879,card
482909,66,73,1766,30929,serious_fouls,10261,card
483058,79,129,1766,30338,hands,9879,card
483197,88,73,1766,25518,serious_fouls,10261,card
478386,25,70,1767,23022,,8667,card
478521,41,73,1767,35532,serious_fouls,8559,card
478907,69,70,1767,23937,,8559,card
477586,10,73,1768,40695,serious_fouls,10194,card
477887,62,73,1768,38755,serious_fouls,10194,card
477943,74,73,1768,24230,serious_fouls,8528,card
477994,85,70,1768,23072,,10194,card
487534,43,73,1769,38755,serious_fouls,10194,card
487713,47,70,1769,25668,,10194,card
488024,62,70,1769,32569,,10260,card
486980,10,73,1770,39297,serious_fouls,9825,card
487124,19,73,1770,30613,serious_fouls,9825,card
487549,44,25,1770,30380,stall_time,10252,card
487806,55,73,1770,23782,serious_fouls,10252,card
488271,81,70,1770,23264,,10252,card
488423,90,73,1770,23283,serious_fouls,10252,card
